Major.Min.Comp,Minor.Min.Comp1,Minor.Min.Comp2,Appraisal,Mass
CACOXENITE,DIAMOND,TREMOLITE,25389.1,272.591
BORAX,BOURNONITE,ROSASITE,2727.71,41.4771
CHRYSOBERYL,PUCHERITE,HUMITE,4875.8,47.058
SENARMONTITE,HUMITE,PHLOGOPITE,23549.26,249.99259999999998
STURMANITE,ANDERSONITE,SAINFELDITE,10443.04,112.2304
TAAFFEITE,SINHALITE,TALC,8757.76,100.97760000000001
PERIDOT,HOWLITE,TREMOLITE,528.18,47.181799999999996
CARNOTITE,RHODIZITE,ANDERSONITE,15248.94,145.48940000000002
ALBITE,SUNSTONE,HEMATITE,14878.66,172.48659999999998
BLODITE,HUMITE,PERIDOT,701.69,24.9169
CLINOHEDRITE,NEPHELINE,CLEAVELANDITE,907.42,21.1742
PLATINUM,PERIDOT,CARNOTITE,13050.1,138.101
KOTTIGITE,ILVAITE,SMITHSONITE,2551.36,55.9136
ARFVEDSONITE,BORNITE,ERIONITE,5298.97,79.2897
BROOKITE,SYLVITE,RHODIZITE,5968.43,71.18430000000001
SINHALITE,KOVDORSKITE,PARAVAUXITE,19456.78,190.56779999999998
OBSIDIAN,ICE,DEMANTOID,2959.57,33.795700000000004
ACANTHITE,BIF,ANDERSONITE,20782.16,218.3216
CACOXENITE,DESCLOIZITE,KUNZITE,1046.87,19.5687
ALMANDINE,PLATINUM,ERIONITE,2715.03,21.250300000000003
TALC,KOVDORSKITE,MELANOPHLOGITE,2968.12,50.4812
TALC,GIBBSITE,SAINFELDITE,4047.34,59.6734
PLATINUM,NICKELINE,CLEAVELANDITE,7791.51,77.4151
HEMATITE,ICE,ROSASITE,28965.18,306.4518
ALTAITE,ARAGONITE,ARFVEDSONITE,6289.7,85.89699999999999
OBSIDIAN,TELLURIUM,CUMMINGTONITE,8301.23,94.61229999999999
COAL,SILICATES,HUMITE,16244.3,167.243
PHLOGOPITE,CARNOTITE,TELLURIUM,14847.79,174.0779
ALMANDINE,CORDYLITE,ILVAITE,15088.58,164.6858
ERIONITE,ENSTATITE,ROSE_QUARTZ,7321.05,84.0105
SCORODITE,CACOXENITE,MALACHITE,4950.5,67.905
ANDERSONITE,HOWLITE,SILICATES,14977.73,162.47729999999999
MARCASITE,SAINFELDITE,DIAMOND,8485.57,85.0557
CLINOHEDRITE,CUBANITE,KUNZITE,8854.1,75.841
DIOPSIDE,ARSENIC,NEPTUNITE,691.29,35.2129
SEMSEYITE,KOTTIGITE,CACOXENITE,4907.23,67.6723
PARAVAUXITE,ANDERSONITE,TELLURIUM,28048.4,300.48400000000004
ROSE_QUARTZ,KOVDORSKITE,CACOXENITE,10827.33,114.5733
GAYLUSSITE,ENSTATITE,STELLERITE,32632.49,340.6249
BORAX,SENARMONTITE,THOMSONITE,11031.34,120.71340000000001
HOWLITE,HEULANDITE,OBSIDIAN,15210.38,172.10379999999998
PARASYMPLESITE,ALMANDINE,PHOSPHATES,2472.31,41.5231
SULFUR,SCORODITE,MARCASITE,30253.49,327.2349
SENARMONTITE,ARSENIC,STELLERITE,15781.29,170.4129
CLINOHEDRITE,CARNOTITE,ALTAITE,9912.36,110.12360000000001
PARISITE,SCHORL,BOLEITE,28691.93,288.4193
CORDYLITE,HOPEITE,NICKELINE,27624.08,288.6408
NEPHELINE,RHODIZITE,PHLOGOPITE,6615.54,77.2554
PHOSPHATES,SEMSEYITE,BOLEITE,20351.98,216.1198
ENSTATITE,ROSE_QUARTZ,BLODITE,13371.97,134.7197
BERLINITE,CACOXENITE,PYROMORPHITE,15934.61,157.9461
CUBANITE,SMITHSONITE,HOPEITE,409.29,17.7929
BASALT,PYROMORPHITE,ALBITE,3105.59,42.6559
NICKELINE,PARISITE,GEODES,8941.92,96.1192
ARTINITE,ALMANDINE,CACOXENITE,175.42,3.0542
FLUORAPATITE,ICE,RHODIZITE,14258.68,144.0868
ARAGONITE,CLINOHEDRITE,ENSTATITE,15568.16,171.3816
CHLORITE,HINSDALITE,SUNSTONE,9427.73,93.1773
HOWLITE,HINSDALITE,HEULANDITE,1200.88,18.5088
CARNOTITE,BORAX,BLODITE,6389.85,73.9985
RHODIZITE,HEMATITE,BOLEITE,4335.08,47.3508
CUBANITE,SILVER,MELANOPHLOGITE,3232.74,42.627399999999994
PYROMORPHITE,PARISITE,HOPEITE,9729.19,108.39189999999999
CLINOPTILOLITE,BOURNONITE,HEULANDITE,9035.41,102.9541
PHLOGOPITE,THOMSONITE,ENSTATITE,20509.21,235.4921
CUBANITE,CLINOPTILOLITE,CUMMINGTONITE,6474.74,75.1474
RUBY,ILVAITE,PLATINUM,4176.89,34.0689
GEODES,CORDYLITE,DIAMOND,12328.83,133.0883
RUBY,CUBANITE,ROSE_QUARTZ,13125.54,135.05540000000002
TALC,GMELINITE,CACOXENITE,28262.13,272.1213
HINSDALITE,SENARMONTITE,GORMANITE,6552.41,64.3241
GAYLUSSITE,SUNSTONE,NEPTUNITE,8844.61,105.2461
PYROAURITE,CHRYSOBERYL,ICE,32102.28,332.72279999999995
KUNZITE,DIOPSIDE,BASALT,5021.26,70.5126
COAL,CORDYLITE,ARAGONITE,10523.21,104.6321
STELLERITE,SAINFELDITE,ROSE_QUARTZ,15939,177.79
COAL,DESCLOIZITE,ARFVEDSONITE,5489.18,69.79180000000001
KOTTIGITE,BIF,STURMANITE,65.93,8.9593
SILICATES,ARSENIC,DESCLOIZITE,3633.5,53.435
PHOSPHATES,SMITHSONITE,MARCASITE,5328.78,54.587799999999994
CUMMINGTONITE,PHOSPHATES,PHLOGOPITE,2989.55,43.0955
BASALT,PLATINUM,PUCHERITE,19577.39,208.8739
CLEAVELANDITE,ERIONITE,BORNITE,3344.5,40.045
CHRYSOBERYL,PYROAURITE,ERIONITE,15870.18,167.2018
ROSE_QUARTZ,CUBANITE,MALACHITE,1371.76,10.6176
SEMSEYITE,SENARMONTITE,SCORODITE,7570.21,83.7021
OSUMILITE,STURMANITE,CHLORITE,13215.47,126.3547
BERLINITE,SULFUR,ARAGONITE,37829.65,384.6965
ANDESINE,STURMANITE,ILVAITE,11908.84,119.28840000000001
ANDALUSITE,SCORODITE,ACANTHITE,11091.81,114.8181
CHLORITE,ALMANDINE,ANDESINE,4442.91,36.6291
STELLERITE,ANTIMONY,ILVAITE,43260.91,465.70910000000003
HEULANDITE,TELLURIUM,PUCHERITE,19227.79,199.27790000000002
ARSENIC,DIOPSIDE,PYROAURITE,33811.33,347.8133
SINHALITE,RUBY,SULFUR,16306.22,179.3622
OSUMILITE,THOMSONITE,ARTINITE,6301.57,81.41569999999999
PYROMORPHITE,FLUORAPATITE,ERIONITE,24427.76,252.17759999999998
COAL,HOPEITE,ANDERSONITE,31587.88,337.8788
TREMOLITE,BOURNONITE,GMELINITE,12345.31,142.2531
OSUMILITE,BIF,SCORODITE,34654.82,354.5482
BARATOVITE,SAINFELDITE,GORMANITE,8547.84,90.5784
BARATOVITE,RHODIZITE,MALACHITE,3284.58,39.3458
BARATOVITE,BLODITE,PARISITE,13237.64,141.7764
PUCHERITE,THOMSONITE,COAL,28632.52,271.6252
PHLOGOPITE,PARISITE,OSUMILITE,18356.06,194.7606
CARNOTITE,HINSDALITE,SINHALITE,11970.86,123.5086
TAAFFEITE,PARISITE,ERIONITE,3058.38,32.3838
SILICATES,ANDERSONITE,BORNITE,11801.11,99.8111
TELLURIUM,MARCASITE,STURMANITE,19277.71,188.6771
ICE,ROSE_QUARTZ,STURMANITE,74.92,18.8492
NEPTUNITE,THOMSONITE,PARISITE,15687.89,167.1789
SCHORL,ICE,BOLEITE,14087.4,132.474
PUCHERITE,NEPTUNITE,CACOXENITE,4814.78,48.3478
TELLURIUM,CARNOTITE,CLINOPTILOLITE,35048.49,357.38489999999996
BORAX,MELANOPHLOGITE,HINSDALITE,2739.32,37.4932
CUBANITE,TREMOLITE,DIOPSIDE,14977.98,165.7798
SILVER,ICE,HOPEITE,9117.07,71.8707
SILVER,PARAVAUXITE,ARAGONITE,10416.09,111.9609
ALBITE,BORAX,SULFUR,3467.1,46.471000000000004
TREMOLITE,PHLOGOPITE,SCHORL,6727.61,53.6761
THOMSONITE,SULFUR,PARISITE,16376.09,175.5609
HUMITE,KUNZITE,ALMANDINE,4999.2,70.192
HUREAULITE,PHOSPHATES,GEODES,22329.22,223.2922
COAL,RHODIZITE,ICE,22952.8,232.22799999999998
TELLURIUM,HOPEITE,ARAGONITE,18846.59,186.6659
SILICATES,PARAVAUXITE,ARFVEDSONITE,6809.66,92.0966
ARTINITE,BORAX,BLODITE,3882.66,72.1266
ANDALUSITE,HUREAULITE,ENSTATITE,12461.32,134.9132
TALC,TAAFFEITE,CORDYLITE,21752.32,215.9232
THOMSONITE,FLUORAPATITE,CHLORITE,14846.02,165.96020000000001
PARAVAUXITE,HINSDALITE,ARAGONITE,25152.94,261.6294
BOLEITE,PARISITE,ILVAITE,1508.3,24.683
ARFVEDSONITE,PYROAURITE,PARASYMPLESITE,22281.61,218.11610000000002
SENARMONTITE,BIF,PARASYMPLESITE,849.26,20.1926
KOTTIGITE,SCORODITE,CLINOPTILOLITE,17187.73,172.2773
CUBANITE,STURMANITE,SMITHSONITE,6191.16,80.0116
PHOSPHATES,OSUMILITE,THOMSONITE,41039.99,433.0999
BARATOVITE,MALACHITE,PERIDOT,954.22,10.1422
CARNOTITE,DATOLITE,ENSTATITE,5016.33,60.5633
KUNZITE,TELLURIUM,ANTIMONY,4400.2,56.901999999999994
BIF,DIOPSIDE,TREMOLITE,23424.04,251.9404
PYROMORPHITE,BOLEITE,SCORODITE,11753.31,141.4331
BROOKITE,HINSDALITE,HEMATITE,3664.85,49.948499999999996
SULFUR,SCORODITE,HUREAULITE,4369.4,45.593999999999994
ERIONITE,PHOSPHATES,RHODIZITE,15005.32,169.85320000000002
ANDALUSITE,ANTIMONY,ENSTATITE,23412.13,244.42130000000003
BORNITE,SILVER,SELENITE,7577.08,73.9708
BORAX,ANTIMONY,STELLERITE,14699.85,147.29850000000002
CLINOPTILOLITE,ALMANDINE,RUBY,28697.73,284.2773
CHRYSOBERYL,SINHALITE,TALC,6054.72,67.44720000000001
ROSASITE,GIBBSITE,STELLERITE,2780.82,40.9082
FLUORAPATITE,SUNSTONE,DEMANTOID,6300.19,77.6019
PHLOGOPITE,SENARMONTITE,ARTINITE,16937.8,176.278
PARAVAUXITE,HEMATITE,ARTINITE,5506.3,59.863
SINHALITE,BORAX,PARISITE,4759.26,68.29260000000001
ARFVEDSONITE,ARSENIC,ALTAITE,26248.26,283.88259999999997
SMITHSONITE,CHLORITE,ALTAITE,15853.68,168.6368
NICKELINE,DIAMOND,BOLEITE,1043.41,20.3341
CARNOTITE,CUBANITE,GMELINITE,12491.34,126.01339999999999
ILVAITE,HEMATITE,SINHALITE,25607.67,256.27669999999995
ENSTATITE,HOWLITE,BARATOVITE,4483.34,48.7334
SCHORL,CUMMINGTONITE,MELANOPHLOGITE,2076.44,14.264400000000002
GEODES,PHOSPHATES,SCHORL,6713.44,77.5344
ALMANDINE,ROSASITE,GAYLUSSITE,10035.25,128.45250000000001
GEODES,KUNZITE,TAAFFEITE,20646.35,212.2635
BORNITE,ALTAITE,BOLEITE,12827.52,152.8752
SINHALITE,DATOLITE,TELLURIUM,3397.49,49.8749
HINSDALITE,ANDESINE,PERIDOT,24319.76,249.39759999999998
SELENITE,GORMANITE,BERLINITE,6347.55,81.77550000000001
BIF,CHLORITE,BORNITE,1832.19,34.1219
PHLOGOPITE,PARISITE,ROSASITE,13370.84,151.4084
MARCASITE,GORMANITE,CHLORITE,3585.23,44.0523
HUMITE,CACOXENITE,MELANOPHLOGITE,23855.19,247.25189999999998
PERIDOT,SCORODITE,ARAGONITE,2095.96,30.959600000000002
SINHALITE,ARFVEDSONITE,CHLORITE,1424.58,10.845799999999999
BOLEITE,NEPHELINE,DIOPSIDE,10618.6,116.686
BERLINITE,PYROAURITE,ALMANDINE,1178.37,30.7837
CHLORITE,PHLOGOPITE,SULFUR,2058.3,34.383
ILVAITE,PARAVAUXITE,ALBITE,14599.5,163.695
CUMMINGTONITE,DIAMOND,GEODES,14713.91,158.33909999999997
SUNSTONE,KOTTIGITE,CORDYLITE,359.71,25.2971
ALTAITE,ANDALUSITE,ARAGONITE,15313.02,161.0302
CARNOTITE,KUNZITE,ICE,29753.73,326.5373
CLEAVELANDITE,PYROMORPHITE,PHLOGOPITE,6418.74,61.087399999999995
BOURNONITE,DIOPSIDE,BASALT,10634.62,123.54620000000001
SENARMONTITE,CUBANITE,BERLINITE,36370.81,387.4081
GMELINITE,KOTTIGITE,CACOXENITE,25638.45,263.8845
BOURNONITE,CUMMINGTONITE,SILVER,19314.58,199.0458
KOTTIGITE,TREMOLITE,PLATINUM,12507.8,157.378
ERIONITE,PUCHERITE,CUMMINGTONITE,23038.57,242.6857
OBSIDIAN,NEPTUNITE,NICKELINE,44328.17,453.2817
ENSTATITE,ANDESINE,CUMMINGTONITE,3279.9,28.299
ANTIMONY,CUBANITE,COAL,16325.08,169.9508
BARATOVITE,PUCHERITE,SAINFELDITE,7691.44,88.6144
PYROAURITE,DEMANTOID,ERIONITE,5379.72,50.6972
GMELINITE,ANDALUSITE,BIF,2993.31,24.9331
ANTIMONY,PHOSPHATES,CHLORITE,5702.98,55.42979999999999
SAINFELDITE,TAAFFEITE,PARAVAUXITE,3846.62,44.8662
MELANOPHLOGITE,PARISITE,PERIDOT,10283.66,107.73660000000001
CARNOTITE,DESCLOIZITE,ALMANDINE,19370.05,202.8005
KUNZITE,CHRYSOBERYL,TELLURIUM,19532.85,179.02849999999998
SINHALITE,HOPEITE,ARTINITE,1057.39,20.7739
BORNITE,BLODITE,PHLOGOPITE,2228.81,41.1881
PYROMORPHITE,CARNOTITE,DATOLITE,10791.38,111.51379999999999
SMITHSONITE,SAINFELDITE,THOMSONITE,3398.65,33.8865
KUNZITE,HEULANDITE,RUBY,711.53,27.915300000000002
SAINFELDITE,GIBBSITE,RHODIZITE,2534.08,33.8408
THOMSONITE,GMELINITE,SENARMONTITE,18621.68,206.9168
PYROAURITE,ARAGONITE,ARSENIC,11296.81,111.96809999999999
SILICATES,GORMANITE,HOWLITE,19436.35,206.7635
PUCHERITE,PARAVAUXITE,NEPTUNITE,9526.75,110.4675
RUBY,CLINOHEDRITE,BERLINITE,59.12,0.5912
KOTTIGITE,CLINOHEDRITE,ANDALUSITE,11565.98,128.5598
PARASYMPLESITE,ANDERSONITE,DIOPSIDE,13913.18,151.0318
HEULANDITE,PUCHERITE,MARCASITE,18734.11,207.9411
MARCASITE,COAL,SINHALITE,36318.04,390.0804
HUREAULITE,SENARMONTITE,SCORODITE,31935.93,335.45930000000004
OSUMILITE,BASALT,RHODIZITE,11018.27,126.58270000000002
ICE,ROSE_QUARTZ,CHRYSOBERYL,34875.74,368.3574
OSUMILITE,DIOPSIDE,STELLERITE,806.41,18.8641
TREMOLITE,ALTAITE,THOMSONITE,9140.6,124.206
TREMOLITE,BORNITE,ANDALUSITE,4058.67,27.9867
BOLEITE,PARAVAUXITE,BORAX,24986.67,260.3667
ANTIMONY,SILICATES,PHOSPHATES,6577.99,73.9799
ANDERSONITE,GMELINITE,PARASYMPLESITE,32882.79,339.2279
ANDERSONITE,SEMSEYITE,GIBBSITE,16862.6,171.32599999999996
CHRYSOBERYL,RHODIZITE,HINSDALITE,3572.03,28.520300000000002
PLATINUM,CACOXENITE,TREMOLITE,1364.16,38.6416
PARAVAUXITE,BLODITE,PARASYMPLESITE,25744.77,279.0477
NEPHELINE,PLATINUM,ALMANDINE,19257.74,203.1774
ARSENIC,BORNITE,DEMANTOID,4113.28,40.132799999999996
CARNOTITE,PARAVAUXITE,ACANTHITE,9423.93,123.2393
CLINOPTILOLITE,DEMANTOID,DIAMOND,21993.36,224.73360000000002
SINHALITE,CLEAVELANDITE,ALMANDINE,15353.79,168.1379
BARATOVITE,CLINOHEDRITE,KOVDORSKITE,5313.25,51.8325
MELANOPHLOGITE,FLUORAPATITE,SINHALITE,16537.37,175.87369999999999
TAAFFEITE,RHODIZITE,ARSENIC,5204.82,59.84819999999999
SILICATES,RHODIZITE,SAINFELDITE,6546.55,83.3655
GEODES,ERIONITE,SMITHSONITE,16068.77,162.1877
MELANOPHLOGITE,CLINOPTILOLITE,ARFVEDSONITE,13775.9,146.95899999999997
STURMANITE,PHLOGOPITE,CORDYLITE,4986.4,67.364
SULFUR,CLINOHEDRITE,SUNSTONE,10094.57,105.4457
OSUMILITE,DIAMOND,SEMSEYITE,12618.82,122.6882
GIBBSITE,CHLORITE,HOPEITE,15464.42,169.6442
BOLEITE,GEODES,SMITHSONITE,4674.74,60.4474
ROSE_QUARTZ,ENSTATITE,SEMSEYITE,14105.63,156.25629999999998
DIOPSIDE,CHLORITE,CUBANITE,4359.93,60.3993
ARAGONITE,HUREAULITE,CUMMINGTONITE,1685.04,15.7504
RHODIZITE,HEULANDITE,SCORODITE,27898.28,279.5828
TREMOLITE,CLEAVELANDITE,DEMANTOID,4209.01,54.5901
BIF,GEODES,BERLINITE,4625.37,64.4537
SCHORL,BIF,TAAFFEITE,12801.46,131.8146
ARTINITE,TELLURIUM,ARAGONITE,13329.74,115.59740000000001
ALBITE,SULFUR,PHOSPHATES,4763.81,54.9381
SMITHSONITE,SILICATES,BOLEITE,23503.3,263.83299999999997
RUBY,CORDYLITE,RHODIZITE,18997.38,204.5738
ARAGONITE,MALACHITE,PARAVAUXITE,13481,154.81
KUNZITE,BERLINITE,ICE,14327.43,148.17430000000002
BIF,ENSTATITE,HEULANDITE,3987.46,46.074600000000004
ACANTHITE,BROOKITE,GAYLUSSITE,6105.55,77.1555
SCORODITE,TELLURIUM,BIF,20989.76,217.1976
PARAVAUXITE,HINSDALITE,PARISITE,17206.46,192.06459999999998
SELENITE,SAINFELDITE,HINSDALITE,1417.38,28.073800000000002
BORAX,HEMATITE,DEMANTOID,17703.81,184.93810000000002
SENARMONTITE,ARSENIC,SYLVITE,14651.01,153.21009999999998
GAYLUSSITE,ARTINITE,SMITHSONITE,20720.78,225.2078
BORAX,HEMATITE,MARCASITE,9723.59,111.6359
ACANTHITE,ANTIMONY,SYLVITE,1002.41,20.524099999999997
PARAVAUXITE,SELENITE,MELANOPHLOGITE,29360.77,303.20770000000005
ARAGONITE,CORDYLITE,ARFVEDSONITE,1301.79,19.2179
SENARMONTITE,BIF,SCHORL,14170.42,120.20420000000001
SENARMONTITE,NICKELINE,ALTAITE,22713.82,233.23819999999998
CACOXENITE,OSUMILITE,SUNSTONE,2324.27,28.5427
RUBY,CLINOHEDRITE,BROOKITE,2631.92,41.0192
SCHORL,ICE,OSUMILITE,901.67,9.9167
ANDERSONITE,ARFVEDSONITE,SEMSEYITE,3234.21,47.7421
STELLERITE,DIAMOND,PLATINUM,382.74,16.5274
PHLOGOPITE,HOWLITE,SCORODITE,8600.37,83.70370000000001
SILVER,CLEAVELANDITE,BORNITE,16763.46,173.4346
ALBITE,TAAFFEITE,ARAGONITE,2438.64,32.6864
GIBBSITE,PYROMORPHITE,KUNZITE,330.64,23.3064
GAYLUSSITE,ANDALUSITE,ICE,14798.54,150.8854
NEPHELINE,CLINOHEDRITE,BOURNONITE,6424.83,73.6483
STELLERITE,ALMANDINE,CHLORITE,12610.73,139.5073
PERIDOT,ENSTATITE,BOLEITE,33274.53,347.0453
ARTINITE,ANDESINE,GAYLUSSITE,31382.31,316.42310000000003
ANDERSONITE,SEMSEYITE,ANDESINE,23044.13,254.0413
HOPEITE,SAINFELDITE,CLINOPTILOLITE,11681.12,124.71120000000002
NICKELINE,DESCLOIZITE,SYLVITE,14871.13,164.2113
NICKELINE,GAYLUSSITE,ALBITE,7518.44,97.9844
BERLINITE,DIOPSIDE,ALTAITE,4000.17,40.7017
BROOKITE,PHLOGOPITE,MARCASITE,408.85,2.9884999999999997
PUCHERITE,RUBY,OSUMILITE,17094.28,191.2428
ALTAITE,PYROMORPHITE,TAAFFEITE,6902.31,72.3231
HEULANDITE,PHLOGOPITE,BASALT,13099.66,116.4966
NICKELINE,OSUMILITE,TAAFFEITE,20663.16,236.2316
PHOSPHATES,CLINOHEDRITE,TREMOLITE,15064.91,161.0491
BROOKITE,COAL,ALMANDINE,5960.92,65.2092
ANDERSONITE,PARISITE,DEMANTOID,15421.83,155.9183
KOVDORSKITE,ENSTATITE,PYROMORPHITE,12728.65,139.5865
KOTTIGITE,COAL,DIOPSIDE,5695.24,68.05239999999999
DESCLOIZITE,MELANOPHLOGITE,PYROAURITE,3014.85,30.2485
MARCASITE,ARFVEDSONITE,HOPEITE,220.71,3.3071
ROSE_QUARTZ,ERIONITE,ILVAITE,19497.26,215.47259999999997
ACANTHITE,CUBANITE,ANTIMONY,4530.24,63.502399999999994
PERIDOT,DIAMOND,ARAGONITE,11511.95,117.6195
BORAX,SMITHSONITE,ARSENIC,15708.92,153.2892
ROSASITE,MELANOPHLOGITE,DIOPSIDE,4840.32,56.703199999999995
HOPEITE,STELLERITE,SINHALITE,12318.08,133.98080000000002
HINSDALITE,STURMANITE,PARAVAUXITE,11937.08,125.3708
CARNOTITE,CLEAVELANDITE,TAAFFEITE,8198.86,70.0886
SILICATES,SENARMONTITE,ALBITE,18683.47,193.8347
NEPTUNITE,ARFVEDSONITE,BASALT,20474.09,192.2409
DIAMOND,CLINOHEDRITE,NEPTUNITE,21356.08,227.16080000000002
ARAGONITE,SELENITE,SILVER,8565.49,96.5549
BASALT,CLINOHEDRITE,DATOLITE,32640.23,343.40229999999997
HOWLITE,GAYLUSSITE,PYROMORPHITE,29248.54,303.08540000000005
DIOPSIDE,SUNSTONE,HOPEITE,4610.77,43.6077
CACOXENITE,BROOKITE,SINHALITE,13074.64,141.8464
DESCLOIZITE,KOTTIGITE,HEMATITE,21474.55,218.6455
SAINFELDITE,NICKELINE,ACANTHITE,21079.03,220.1903
STELLERITE,BLODITE,DESCLOIZITE,19888.74,186.3874
ALMANDINE,ACANTHITE,CLINOHEDRITE,33603.72,345.6372
STELLERITE,DATOLITE,PYROMORPHITE,37387.82,384.0782
SCHORL,BLODITE,MALACHITE,7968.46,76.4846
PARASYMPLESITE,ROSASITE,BASALT,5251.05,67.2105
BASALT,BARATOVITE,PLATINUM,15105.22,166.3522
ACANTHITE,BOLEITE,ANTIMONY,13169.15,127.8915
DATOLITE,ACANTHITE,SCORODITE,3221.77,37.9177
ANTIMONY,BORAX,ARSENIC,13735.69,154.05689999999998
SYLVITE,ANDERSONITE,ARAGONITE,23336.7,230.86700000000002
SILICATES,HOWLITE,SYLVITE,9341.78,118.2178
SAINFELDITE,HUREAULITE,ILVAITE,25911.04,264.8104
OSUMILITE,BORNITE,CARNOTITE,6674.37,85.5437
MALACHITE,HINSDALITE,SELENITE,2328.51,27.985100000000003
GEODES,SENARMONTITE,SCORODITE,4724.92,65.3492
ARFVEDSONITE,SELENITE,PHOSPHATES,7565.51,83.35510000000001
PHLOGOPITE,ACANTHITE,ARAGONITE,38555.74,383.95739999999995
ICE,PUCHERITE,CARNOTITE,19771.94,216.71939999999998
PARISITE,ALTAITE,HUMITE,17300.23,191.4023
FLUORAPATITE,HINSDALITE,ARFVEDSONITE,33483.52,323.6352
SMITHSONITE,CLEAVELANDITE,ROSE_QUARTZ,11734.88,142.5488
CLEAVELANDITE,SINHALITE,KOTTIGITE,28606.86,276.4686
ICE,GMELINITE,SCHORL,8563.79,91.53790000000001
DESCLOIZITE,CLEAVELANDITE,BERLINITE,10159.93,110.9993
BLODITE,PARISITE,CUBANITE,8633.39,92.7339
HEMATITE,BLODITE,BOLEITE,10304.71,96.94709999999999
GAYLUSSITE,BROOKITE,TELLURIUM,9863.21,105.1321
ANDESINE,DESCLOIZITE,BORNITE,24530.95,263.3095
ACANTHITE,MALACHITE,MARCASITE,14099.6,152.79600000000002
HINSDALITE,SULFUR,DEMANTOID,3609.04,44.5904
BLODITE,RUBY,SINHALITE,11022.23,127.6223
FLUORAPATITE,ARFVEDSONITE,ERIONITE,13900.89,152.70889999999997
BORAX,DESCLOIZITE,BOLEITE,8725.5,95.955
PUCHERITE,ALBITE,NEPTUNITE,17341.89,194.6189
NEPHELINE,PERIDOT,MALACHITE,1429.83,23.4983
NEPHELINE,NEPTUNITE,ARAGONITE,9681.18,95.6118
SUNSTONE,ALMANDINE,DATOLITE,1484.13,12.2413
ARSENIC,SAINFELDITE,MALACHITE,14802.34,156.42340000000002
ROSASITE,PYROAURITE,ARFVEDSONITE,6015.17,102.95169999999999
ARSENIC,SUNSTONE,BOURNONITE,1528.67,22.986700000000003
CUMMINGTONITE,GMELINITE,ROSASITE,12575.14,147.7514
BROOKITE,ANDALUSITE,MARCASITE,9723.27,106.0327
PARASYMPLESITE,GAYLUSSITE,SILICATES,4787.37,55.2737
ACANTHITE,BORNITE,PERIDOT,18609.57,196.8957
ARAGONITE,BORAX,HEMATITE,12119.19,142.8919
BORAX,PLATINUM,CORDYLITE,5273.2,80.832
NEPHELINE,BORNITE,DIAMOND,12053.6,128.036
ALMANDINE,HUREAULITE,SILVER,19264.93,190.44930000000002
CLINOHEDRITE,GAYLUSSITE,ALBITE,26155.32,274.5532
HOWLITE,SINHALITE,CLEAVELANDITE,6180.46,71.4046
PLATINUM,TALC,CARNOTITE,14753.69,149.2369
CLINOPTILOLITE,CORDYLITE,ROSASITE,14385.91,145.75910000000002
SCHORL,PHLOGOPITE,BOLEITE,1192.28,24.8228
KOVDORSKITE,NEPHELINE,DESCLOIZITE,537.03,2.3702999999999994
SCORODITE,HEULANDITE,PHLOGOPITE,15779.39,172.6939
NEPHELINE,ANDALUSITE,ACANTHITE,20975.79,208.9579
OBSIDIAN,HOWLITE,NICKELINE,3784.59,52.2459
DEMANTOID,ARSENIC,GAYLUSSITE,777.66,19.0766
BASALT,CHLORITE,PHLOGOPITE,9709.9,106.69899999999998
ANTIMONY,FLUORAPATITE,NEPHELINE,3613.18,41.431799999999996
CACOXENITE,CUMMINGTONITE,OBSIDIAN,24049.32,246.6932
SAINFELDITE,DEMANTOID,ICE,26681.78,273.71779999999995
SAINFELDITE,BASALT,DEMANTOID,11707.94,129.57940000000002
DESCLOIZITE,HINSDALITE,ERIONITE,12300.85,119.10849999999999
SYLVITE,ARSENIC,KOTTIGITE,4986.7,63.367
SMITHSONITE,CLINOHEDRITE,KOTTIGITE,15470.05,162.4005
ANTIMONY,COAL,PYROMORPHITE,321.37,22.8137
ANDERSONITE,GEODES,COAL,18699.85,216.99849999999998
SCHORL,BORNITE,DIOPSIDE,13743.65,144.5365
HUREAULITE,HINSDALITE,GMELINITE,7504.16,78.8416
DIOPSIDE,CORDYLITE,ILVAITE,1219.23,13.4923
ANDALUSITE,BERLINITE,BLODITE,40871.1,432.31100000000004
DEMANTOID,HOPEITE,PARISITE,16793.27,169.4327
PHLOGOPITE,KOVDORSKITE,ROSE_QUARTZ,4434.5,49.945
ARTINITE,HUMITE,HUREAULITE,20473.56,215.2356
MELANOPHLOGITE,SULFUR,CUMMINGTONITE,17095.99,166.0599
CACOXENITE,KUNZITE,ENSTATITE,8069.58,69.4958
SINHALITE,RHODIZITE,TALC,15438.41,166.98409999999998
ICE,GAYLUSSITE,BORNITE,5334.41,62.9441
DESCLOIZITE,BROOKITE,BASALT,29831.32,314.1132
PHLOGOPITE,PLATINUM,ENSTATITE,3443,55.629999999999995
SILICATES,SENARMONTITE,ALMANDINE,15438.33,163.48329999999999
STURMANITE,CUMMINGTONITE,CLINOHEDRITE,10142.7,105.527
BARATOVITE,PYROMORPHITE,SENARMONTITE,16224.09,163.8409
ALMANDINE,PHLOGOPITE,OBSIDIAN,2099.26,25.592600000000004
GORMANITE,TREMOLITE,KUNZITE,5363.25,57.1325
ENSTATITE,GIBBSITE,ARSENIC,4470.5,48.705
