Appraisal,Mass,Major.Min.Comp,Minor.Min.Comp1,Minor.Min.Comp2
12295.08,133.1508,GAYLUSSITE,ICE,HINSDALITE
6798.8,76.788,ARSENIC,SENARMONTITE,PYROAURITE
9724.04,107.1404,NEPTUNITE,GAYLUSSITE,CLINOHEDRITE
2226.88,33.4688,STELLERITE,ALTAITE,ALBITE
15863.8,168.938,HOPEITE,TALC,THOMSONITE
11729.55,118.8955,MALACHITE,HUREAULITE,RUBY
2831.81,35.2181,HUMITE,HINSDALITE,ARSENIC
17512.24,177.1224,STELLERITE,STURMANITE,ANDERSONITE
8719.97,81.9997,NEPHELINE,ANTIMONY,HUMITE
948.21,13.0821,SEMSEYITE,KOVDORSKITE,ANDALUSITE
1109.71,16.8971,SCORODITE,ROSASITE,STURMANITE
29692.43,303.0243,CLINOHEDRITE,ANDERSONITE,PUCHERITE
15271.92,167.7192,MALACHITE,ALMANDINE,HEULANDITE
6279.58,91.2958,ROSASITE,HOWLITE,DEMANTOID
7230.49,82.7049,ANTIMONY,MARCASITE,STELLERITE
3945.81,47.6581,SULFUR,SCORODITE,TALC
18723.17,191.4317,STELLERITE,BIF,CACOXENITE
6206.62,84.1662,ARSENIC,NICKELINE,PHLOGOPITE
255.11,1.5511,ANDERSONITE,CORDYLITE,HUMITE
7589.06,89.2906,PHOSPHATES,PARAVAUXITE,PARASYMPLESITE
22109,233.09,STELLERITE,KOVDORSKITE,PHOSPHATES
36553.4,370.034,MELANOPHLOGITE,BORNITE,GMELINITE
4193.21,70.2321,DIAMOND,SENARMONTITE,SYLVITE
13392.53,145.1253,PLATINUM,PYROAURITE,STELLERITE
2851.94,45.7194,HUREAULITE,BOLEITE,PHOSPHATES
8678.2,98.882,ICE,ERIONITE,ANTIMONY
17550.81,193.6081,BORAX,CLEAVELANDITE,ANTIMONY
34418.65,354.2865,PARAVAUXITE,NEPTUNITE,DIOPSIDE
6124.46,62.1446,STELLERITE,CACOXENITE,PLATINUM
12770.97,121.1097,DATOLITE,ALBITE,ILVAITE
5462.82,63.2282,RHODIZITE,COAL,BLODITE
3217.19,57.4719,OSUMILITE,HEULANDITE,CUMMINGTONITE
22701.14,231.3114,RHODIZITE,PLATINUM,CLINOHEDRITE
6015.28,79.8528,HUREAULITE,SENARMONTITE,CLEAVELANDITE
8168.42,89.5842,KOVDORSKITE,HEMATITE,HINSDALITE
2911.55,37.3155,ALBITE,SEMSEYITE,PYROAURITE
1620.12,39.6012,CLEAVELANDITE,ARSENIC,SILVER
17455.55,166.0555,OSUMILITE,BLODITE,GMELINITE
5931.2,63.712,PUCHERITE,STURMANITE,BORNITE
4391.7,43.017,SENARMONTITE,STURMANITE,ARTINITE
71.04,13.9104,DIAMOND,BROOKITE,BORAX
16752.84,168.0284,HOWLITE,CLINOPTILOLITE,COAL
11803.05,136.7305,DESCLOIZITE,BOLEITE,ALBITE
28938.47,302.3847,SULFUR,CHRYSOBERYL,BROOKITE
12159.86,137.1986,PARAVAUXITE,ARTINITE,SAINFELDITE
14325.14,141.3514,BORAX,SELENITE,BLODITE
13228.82,143.6882,CHLORITE,ANDESINE,BORAX
4168.82,47.5882,ARTINITE,DEMANTOID,SAINFELDITE
22794.12,237.6412,NEPHELINE,CLINOHEDRITE,DIAMOND
20608.97,224.8897,ARFVEDSONITE,CHLORITE,ALBITE
14909.62,130.0962,SEMSEYITE,BASALT,PLATINUM
2233.33,29.5333,GEODES,KUNZITE,HEMATITE
20183.94,232.2394,SMITHSONITE,SENARMONTITE,ANDESINE
13918.98,150.2898,RHODIZITE,GEODES,GMELINITE
9039.2,110.592,KOVDORSKITE,RUBY,CHLORITE
3517.43,43.6743,THOMSONITE,SILICATES,CLEAVELANDITE
10465.81,114.4581,MALACHITE,PARAVAUXITE,ALBITE
9637.13,100.6713,BIF,GIBBSITE,PYROMORPHITE
10993.43,138.9343,OSUMILITE,DESCLOIZITE,GIBBSITE
718.4,6.484,SAINFELDITE,ILVAITE,NEPHELINE
13262.96,140.3296,ACANTHITE,ANDERSONITE,BORAX
8058.14,91.0814,MELANOPHLOGITE,TREMOLITE,PARASYMPLESITE
10674.53,119.6453,PHOSPHATES,RHODIZITE,BERLINITE
19799.29,204.8929,MELANOPHLOGITE,SILVER,SAINFELDITE
6720.56,69.6056,PYROAURITE,BOURNONITE,ALBITE
16009.16,154.2916,TREMOLITE,ROSE_QUARTZ,PYROMORPHITE
1630.31,41.6031,ALMANDINE,NEPHELINE,PLATINUM
2089.16,18.4916,HUREAULITE,BERLINITE,SCORODITE
14484.98,159.7498,ERIONITE,BLODITE,SYLVITE
21485.78,227.7578,PARISITE,GEODES,MARCASITE
12475.91,116.8591,SILVER,NICKELINE,ANTIMONY
6708.01,81.0801,BLODITE,SAINFELDITE,CLEAVELANDITE
14965.19,163.6519,HUREAULITE,ALMANDINE,GIBBSITE
4586.43,47.0643,BERLINITE,MALACHITE,GIBBSITE
19329.07,187.5907,SCORODITE,CORDYLITE,HEMATITE
2934.05,40.4405,SMITHSONITE,BASALT,CLINOHEDRITE
19520.08,196.5008,PERIDOT,PARASYMPLESITE,SUNSTONE
9664.54,111.4454,KUNZITE,THOMSONITE,PARASYMPLESITE
15966.34,181.8634,HOPEITE,BORAX,ANDESINE
20663.83,200.1383,BERLINITE,GAYLUSSITE,TAAFFEITE
23019.98,235.2998,RHODIZITE,CLEAVELANDITE,PERIDOT
2543.76,35.1376,BLODITE,ANDALUSITE,PLATINUM
2192.16,28.4216,TREMOLITE,ROSASITE,BIF
15851.93,180.3193,BASALT,PHLOGOPITE,ALMANDINE
22518.02,226.4802,SCHORL,CLINOPTILOLITE,SELENITE
9498.4,113.884,ARTINITE,BASALT,RUBY
13773.07,156.3307,ACANTHITE,ARFVEDSONITE,ANDESINE
4955.77,58.5577,DATOLITE,BORAX,ANTIMONY
2461.41,37.0141,ALTAITE,BASALT,SILVER
7063.42,61.5342,GEODES,NEPHELINE,HEULANDITE
8278.43,94.9843,ILVAITE,GAYLUSSITE,STELLERITE
11515.37,123.4537,HOWLITE,DATOLITE,ACANTHITE
31912.35,322.6235,DEMANTOID,BIF,SYLVITE
1544.36,39.5436,CARNOTITE,GORMANITE,GIBBSITE
14563.31,146.5331,ARAGONITE,COAL,TAAFFEITE
3779.69,60.1969,STELLERITE,KUNZITE,PERIDOT
1510.54,48.7054,TAAFFEITE,GORMANITE,KOVDORSKITE
28391,296.01,THOMSONITE,ARFVEDSONITE,ANDESINE
3619.14,33.4914,SYLVITE,SUNSTONE,ACANTHITE
7112.25,73.7225,ANDALUSITE,GMELINITE,PLATINUM
22803.76,220.3376,GEODES,GMELINITE,HOWLITE
7898.83,86.7883,RUBY,HEMATITE,NEPHELINE
6481.96,66.8196,GAYLUSSITE,SENARMONTITE,GMELINITE
19783.74,233.9374,DESCLOIZITE,CACOXENITE,ANDESINE
1626.08,36.9608,TALC,KOTTIGITE,ARAGONITE
2245.08,22.0508,SILICATES,OBSIDIAN,PUCHERITE
1096.66,15.7666,DIOPSIDE,SELENITE,ACANTHITE
3077.24,48.6724,ANDESINE,THOMSONITE,COAL
9680.15,112.2015,KOTTIGITE,PYROMORPHITE,CLINOHEDRITE
18208.91,178.4891,HINSDALITE,MELANOPHLOGITE,ARAGONITE
3775.04,37.3504,HOWLITE,SENARMONTITE,ICE
19602.6,214.626,CACOXENITE,GIBBSITE,STURMANITE
18103.14,194.9314,PARASYMPLESITE,ACANTHITE,BLODITE
15983.48,166.9348,NEPTUNITE,CHRYSOBERYL,HINSDALITE
3090.53,55.1053,HUREAULITE,RHODIZITE,PHLOGOPITE
17881.7,194.317,RUBY,SUNSTONE,CLINOPTILOLITE
5944.48,75.8448,PYROAURITE,DATOLITE,RUBY
13004.02,143.2402,CLINOHEDRITE,CLINOPTILOLITE,ARTINITE
9894.92,112.9492,KOVDORSKITE,ALTAITE,HINSDALITE
1588.7,25.087,SEMSEYITE,GIBBSITE,DIOPSIDE
2939.12,46.3912,CACOXENITE,OBSIDIAN,BASALT
9055.19,89.8519,NICKELINE,ALMANDINE,ACANTHITE
10735.61,133.7561,NEPTUNITE,ANDESINE,BORAX
1448.39,21.6839,CHLORITE,SULFUR,PERIDOT
2331.36,24.4136,PLATINUM,PERIDOT,BERLINITE
1154.73,27.9473,DATOLITE,BOLEITE,ROSE_QUARTZ
25737.26,259.5726,MELANOPHLOGITE,ARTINITE,MALACHITE
22498.36,223.5836,SILVER,DATOLITE,MELANOPHLOGITE
20988.85,214.2885,NEPTUNITE,DESCLOIZITE,PUCHERITE
4966.73,54.7673,DESCLOIZITE,COAL,CHLORITE
7273.88,75.9388,ANDESINE,DEMANTOID,PUCHERITE
7157.4,86.574,CACOXENITE,ROSE_QUARTZ,HEMATITE
18675.23,199.0523,COAL,CARNOTITE,STURMANITE
697.32,17.9732,CUBANITE,PARAVAUXITE,PARASYMPLESITE
7265.37,76.2537,MALACHITE,ALMANDINE,DIOPSIDE
15948.52,176.7852,HOPEITE,SUNSTONE,OSUMILITE
5175.23,56.7523,BIF,ENSTATITE,HUREAULITE
34707.72,369.9772,NEPTUNITE,TREMOLITE,ARSENIC
1895.56,25.8556,MARCASITE,DEMANTOID,CLINOPTILOLITE
17725.98,185.1598,BASALT,NEPHELINE,SELENITE
8088.58,93.3858,PARISITE,CLEAVELANDITE,CLINOHEDRITE
3620.34,46.9034,PERIDOT,PHLOGOPITE,ARAGONITE
20925.25,228.1525,ANTIMONY,MALACHITE,HOWLITE
26423.6,276.136,TAAFFEITE,DATOLITE,CLINOPTILOLITE
2063.43,29.2343,SENARMONTITE,ACANTHITE,CLINOPTILOLITE
9423.04,112.6304,KOTTIGITE,NEPHELINE,HEULANDITE
26591.14,271.6114,SCORODITE,BERLINITE,COAL
19226.7,189.167,ARFVEDSONITE,FLUORAPATITE,PARISITE
9193.2,113.032,GAYLUSSITE,TALC,PARASYMPLESITE
6982.06,62.6206,FLUORAPATITE,PYROMORPHITE,RUBY
490.12,0.0012,TALC,ROSE_QUARTZ,CLINOHEDRITE
15223.7,187.437,BORAX,RUBY,PARAVAUXITE
5515.57,76.0557,CLINOHEDRITE,ARSENIC,BASALT
17543.23,193.7323,HOWLITE,BOURNONITE,PHLOGOPITE
21139.34,210.3934,BOLEITE,SCORODITE,THOMSONITE
4007.71,32.9771,SENARMONTITE,HUREAULITE,MALACHITE
35948.05,363.9805,BERLINITE,TAAFFEITE,SILICATES
9126.29,102.3629,DEMANTOID,HEMATITE,BOURNONITE
40165.68,404.3568,STELLERITE,HUMITE,PERIDOT
10623.63,116.5363,ROSASITE,PHLOGOPITE,SCHORL
7706.35,88.1635,OSUMILITE,PUCHERITE,BOURNONITE
2066.43,28.4643,PARAVAUXITE,ALMANDINE,PARISITE
9545.34,97.1534,CUMMINGTONITE,PLATINUM,BOLEITE
10006.89,89.1689,SELENITE,SCORODITE,ARFVEDSONITE
14849.55,141.8955,BOLEITE,ROSE_QUARTZ,DEMANTOID
5005.51,61.8551,GIBBSITE,ROSASITE,ILVAITE
54.93,8.5493,OSUMILITE,ALBITE,TELLURIUM
21860.4,208.304,TELLURIUM,STURMANITE,SILVER
7212.53,63.9253,ANTIMONY,CACOXENITE,DIAMOND
41217.12,414.6712,GMELINITE,HEULANDITE,PARAVAUXITE
23003.11,224.7311,CARNOTITE,ERIONITE,GEODES
569.02,8.3902,PHOSPHATES,DIAMOND,SILVER
9765.3,109.753,DESCLOIZITE,TREMOLITE,TALC
18300.19,189.2019,HOWLITE,HEMATITE,DIOPSIDE
13140.12,159.1012,BORNITE,BIF,GMELINITE
521.12,16.1112,SYLVITE,BORNITE,ROSE_QUARTZ
13206.92,131.2692,PLATINUM,PARASYMPLESITE,SAINFELDITE
6687.87,83.0787,DEMANTOID,MARCASITE,COAL
13329.11,132.3911,ICE,SUNSTONE,COAL
1989.11,23.4911,MALACHITE,SAINFELDITE,PHLOGOPITE
3781.96,62.1196,PARAVAUXITE,ROSASITE,PYROAURITE
27686.23,273.5623,BIF,SMITHSONITE,ALMANDINE
8580.81,85.9081,SUNSTONE,SEMSEYITE,SELENITE
4721.78,64.0178,DATOLITE,THOMSONITE,OBSIDIAN
10399.05,115.3905,NICKELINE,NEPHELINE,ALTAITE
17401.61,177.9161,DESCLOIZITE,GEODES,ERIONITE
4066.13,61.2613,NICKELINE,BROOKITE,TAAFFEITE
6279.83,63.4983,GAYLUSSITE,RHODIZITE,KOTTIGITE
11534.5,126.145,BROOKITE,ARSENIC,PARISITE
17017.5,178.875,BOURNONITE,ICE,NEPTUNITE
16611.82,182.6182,CUBANITE,DIOPSIDE,GORMANITE
20997.5,216.675,NEPTUNITE,BORAX,SCHORL
16701.94,170.1194,MALACHITE,CLINOHEDRITE,ARTINITE
15549.9,170.599,SILICATES,ARTINITE,BLODITE
1748.67,28.8867,RHODIZITE,BOLEITE,MALACHITE
8741.67,108.8167,PARASYMPLESITE,ICE,BLODITE
790.46,24.8046,HINSDALITE,BORNITE,ARAGONITE
9447.71,102.1771,KOTTIGITE,SAINFELDITE,SENARMONTITE
304.35,9.3435,HUMITE,ROSE_QUARTZ,ARFVEDSONITE
12613.13,131.1313,ANDERSONITE,HEULANDITE,SMITHSONITE
18831.68,206.2168,DEMANTOID,SENARMONTITE,ARAGONITE
15107.52,162.0752,SEMSEYITE,TALC,PARAVAUXITE
24929.51,287.6951,GORMANITE,NEPHELINE,CLINOHEDRITE
29997.2,324.472,COAL,ICE,GAYLUSSITE
7751.83,89.0183,MELANOPHLOGITE,BLODITE,THOMSONITE
4948.95,61.0895,CLINOPTILOLITE,OBSIDIAN,ILVAITE
20457.67,215.3767,MELANOPHLOGITE,BERLINITE,BOURNONITE
18727.65,194.0765,SENARMONTITE,ALBITE,PYROMORPHITE
5804.53,64.4453,KUNZITE,ALTAITE,HUMITE
5112.65,66.0265,BASALT,PERIDOT,HEMATITE
1908.65,29.7865,SEMSEYITE,GMELINITE,BERLINITE
3668.6,61.886,SEMSEYITE,GIBBSITE,HUMITE
2747.68,35.7768,PHLOGOPITE,PHOSPHATES,RUBY
5885.26,79.8526,ALMANDINE,TAAFFEITE,BORAX
6873.02,77.7302,SENARMONTITE,BOLEITE,BOURNONITE
10116.3,132.463,BASALT,GAYLUSSITE,CACOXENITE
13106.47,137.2647,HEMATITE,CLINOPTILOLITE,DESCLOIZITE
4558.57,67.9857,CORDYLITE,SMITHSONITE,RUBY
27006.59,283.9659,HOWLITE,SUNSTONE,GEODES
5580.41,58.7041,OBSIDIAN,STURMANITE,ACANTHITE
4249.83,55.6983,SCHORL,DIAMOND,ERIONITE
29600.02,329.6002,BARATOVITE,NICKELINE,FLUORAPATITE
13.34,2.9334,SILVER,BOURNONITE,BASALT
11021.08,121.8108,BORAX,CLEAVELANDITE,PHOSPHATES
13950.05,152.8005,ILVAITE,BIF,BERLINITE
11479.24,131.0924,SULFUR,PARASYMPLESITE,ALBITE
19186.82,206.7682,SMITHSONITE,BOLEITE,CACOXENITE
2719.29,42.5929,PLATINUM,OBSIDIAN,ANDALUSITE
5363.68,68.0368,KOVDORSKITE,SENARMONTITE,RHODIZITE
5048.88,57.9888,RUBY,PLATINUM,CORDYLITE
9230.85,99.7085,ROSASITE,ARFVEDSONITE,CACOXENITE
1452.71,13.8271,HEMATITE,GEODES,MALACHITE
10748.38,105.9838,GEODES,BORNITE,HOPEITE
6328.86,76.9886,GORMANITE,ALBITE,PARISITE
11592.88,132.4288,STURMANITE,BERLINITE,SCORODITE
26498.48,265.4848,NEPHELINE,STURMANITE,SUNSTONE
4048.83,43.4883,PARAVAUXITE,CUMMINGTONITE,HOWLITE
5556.07,67.1607,BARATOVITE,OSUMILITE,TALC
3214.46,18.9446,ANDESINE,CUBANITE,HOPEITE
1563.02,12.3302,OSUMILITE,ILVAITE,GMELINITE
11044.13,119.2413,BORNITE,HOWLITE,SCHORL
11829.84,117.5984,CHRYSOBERYL,BROOKITE,ANDALUSITE
3206.82,35.2682,ROSE_QUARTZ,ANTIMONY,ICE
9579.18,84.4918,DIAMOND,TAAFFEITE,SUNSTONE
14912.98,162.6298,ALMANDINE,DIAMOND,CLINOPTILOLITE
7826.51,90.1651,ANDESINE,BORAX,STELLERITE
1694.43,31.8443,TELLURIUM,SINHALITE,ARSENIC
23764.8,257.648,BERLINITE,HINSDALITE,NEPTUNITE
5575.12,57.6512,PARAVAUXITE,ANDESINE,CHLORITE
25087.36,244.9736,ERIONITE,DEMANTOID,HOWLITE
22889.72,228.5972,SCORODITE,HUREAULITE,DEMANTOID
8541.7,98.217,CARNOTITE,MELANOPHLOGITE,ALMANDINE
20339.78,195.7978,PARISITE,ANDESINE,CORDYLITE
14853.19,146.2319,ALBITE,HOPEITE,DESCLOIZITE
12336.05,138.8605,STURMANITE,BOURNONITE,THOMSONITE
7586.52,91.2652,PARISITE,CHLORITE,HEULANDITE
21769.68,232.1968,ALMANDINE,DEMANTOID,SILICATES
14395.7,163.757,DIOPSIDE,RHODIZITE,ILVAITE
37601.19,382.9119,ALBITE,TREMOLITE,TELLURIUM
8102.53,91.5253,CHLORITE,SCHORL,PYROMORPHITE
17965.58,191.5558,SULFUR,DESCLOIZITE,STELLERITE
6604.86,59.2486,RUBY,BLODITE,OBSIDIAN
18966.25,196.2625,PHOSPHATES,BARATOVITE,ERIONITE
3730.79,48.7079,HUMITE,SYLVITE,ROSE_QUARTZ
4415.76,72.2576,GAYLUSSITE,BASALT,PARAVAUXITE
5665.31,60.0531,ROSASITE,NEPTUNITE,TELLURIUM
9324.38,92.7438,RHODIZITE,BERLINITE,TELLURIUM
17611.59,182.2159,THOMSONITE,SUNSTONE,CLINOHEDRITE
14516.24,160.4624,PERIDOT,TAAFFEITE,GAYLUSSITE
21810.15,234.5015,ARFVEDSONITE,HUMITE,BORAX
2580.86,37.6086,SENARMONTITE,BIF,TELLURIUM
14088.82,139.8882,ANDESINE,BORAX,BIF
8051.45,91.4145,HINSDALITE,HOPEITE,HEMATITE
45050.96,486.0096,BIF,KOTTIGITE,HOPEITE
13221.59,145.3159,SILICATES,RUBY,CORDYLITE
10412.25,116.7225,SYLVITE,TREMOLITE,DESCLOIZITE
16358.94,167.7894,THOMSONITE,RHODIZITE,SILICATES
9166.37,103.9637,KOTTIGITE,PHOSPHATES,TELLURIUM
20622.4,196.024,SUNSTONE,OBSIDIAN,PHLOGOPITE
3392.74,40.2274,PHLOGOPITE,SULFUR,DIAMOND
1332.36,18.0236,ARTINITE,BIF,KOVDORSKITE
27457.14,275.4714,ANDALUSITE,OSUMILITE,CLINOPTILOLITE
4345.56,55.1556,PARISITE,GIBBSITE,NICKELINE
10866.47,113.6647,ANDESINE,THOMSONITE,BLODITE
17433.4,182.234,PUCHERITE,THOMSONITE,CHLORITE
8595.62,105.6562,ARSENIC,BLODITE,PUCHERITE
4604.11,60.4411,DEMANTOID,GORMANITE,SEMSEYITE
17033.33,171.4333,CLINOPTILOLITE,SMITHSONITE,TELLURIUM
1728.2,28.982,KOVDORSKITE,SMITHSONITE,ARSENIC
2177.67,32.5767,GMELINITE,ARAGONITE,BOURNONITE
3793.55,48.6355,STELLERITE,GMELINITE,PUCHERITE
22855.08,244.3508,ANTIMONY,BROOKITE,DESCLOIZITE
4865.88,60.1588,ANDERSONITE,SELENITE,BLODITE
5341.42,60.6142,GEODES,BROOKITE,ICE
11820.2,135.302,FLUORAPATITE,BORAX,HUMITE
7088.63,66.9863,STURMANITE,SYLVITE,SILVER
5536.89,46.4689,BORAX,RUBY,PLATINUM
12278.9,140.789,CLINOPTILOLITE,THOMSONITE,SMITHSONITE
5429.97,55.3997,ENSTATITE,HOWLITE,TALC
15016.69,153.3669,HUMITE,OBSIDIAN,RHODIZITE
28585.02,295.4502,MELANOPHLOGITE,DIAMOND,GIBBSITE
3967.71,65.7771,HOWLITE,ACANTHITE,GORMANITE
23933.42,251.1342,PLATINUM,RUBY,ALMANDINE
554.71,36.8471,KOTTIGITE,SYLVITE,PLATINUM
27548.1,307.881,HEMATITE,RUBY,ARSENIC
47441.88,477.5188,ARAGONITE,CARNOTITE,CUMMINGTONITE
2499.57,33.3957,ALTAITE,NEPTUNITE,TREMOLITE
4458.9,54.489,MARCASITE,KUNZITE,ARTINITE
7497.47,81.8747,SENARMONTITE,CHLORITE,ANDALUSITE
9649.8,111.498,PYROMORPHITE,STURMANITE,PUCHERITE
2159.11,37.6911,ARTINITE,ROSASITE,TAAFFEITE
3745.73,48.0573,BLODITE,PUCHERITE,DATOLITE
23939.83,249.5983,ILVAITE,KOTTIGITE,CUBANITE
9101.69,132.8169,MELANOPHLOGITE,PLATINUM,ROSE_QUARTZ
21970.57,221.5057,TELLURIUM,HEULANDITE,GMELINITE
3402.08,34.0208,TELLURIUM,PYROMORPHITE,CUMMINGTONITE
10923.42,113.3342,ANDERSONITE,ROSASITE,ALBITE
6335.23,80.3523,TAAFFEITE,ARSENIC,TREMOLITE
10125.32,109.9532,PYROMORPHITE,ERIONITE,ARAGONITE
28710.04,307.0004,CHLORITE,KOVDORSKITE,ANDALUSITE
7573.82,78.1382,ANTIMONY,GMELINITE,HEULANDITE
10655.92,115.6592,PERIDOT,SEMSEYITE,BARATOVITE
12568.65,133.4865,STELLERITE,ACANTHITE,CLEAVELANDITE
2524.43,42.7443,MELANOPHLOGITE,NEPTUNITE,PLATINUM
7834.5,79.245,GIBBSITE,PYROMORPHITE,CARNOTITE
3197.78,39.0778,PHLOGOPITE,SULFUR,CHRYSOBERYL
4694.81,53.9481,ENSTATITE,TALC,HEMATITE
4509.26,77.9926,DATOLITE,STELLERITE,CLEAVELANDITE
593.49,22.4349,ERIONITE,TELLURIUM,ICE
12910.44,127.7044,TELLURIUM,ARAGONITE,ANTIMONY
10145.9,115.659,GIBBSITE,SILICATES,PYROAURITE
27597.49,282.0749,BORAX,CACOXENITE,HEMATITE
12437.16,136.0716,HUMITE,RHODIZITE,GAYLUSSITE
10443.62,101.8362,NEPHELINE,HUREAULITE,BIF
2976.78,25.2678,MALACHITE,GEODES,ROSASITE
14504.26,141.7426,COAL,SEMSEYITE,PUCHERITE
18739.93,205.3993,MARCASITE,ANDALUSITE,NEPHELINE
25114.28,242.6428,PUCHERITE,MALACHITE,HOWLITE
6118.53,70.1853,ARFVEDSONITE,FLUORAPATITE,PYROAURITE
31679.62,315.0962,HEULANDITE,SCHORL,ALTAITE
14912.19,166.1219,ALTAITE,BROOKITE,GAYLUSSITE
17808.52,179.1852,BROOKITE,ANDALUSITE,RHODIZITE
1322.07,26.2207,BLODITE,ARSENIC,HUREAULITE
864.12,29.4412,GORMANITE,HINSDALITE,HEMATITE
11018.63,124.1863,GIBBSITE,GMELINITE,GEODES
30081.33,307.1133,SYLVITE,MELANOPHLOGITE,COAL
12607.46,137.3746,SINHALITE,THOMSONITE,ANTIMONY
22233,233.63,BOLEITE,SMITHSONITE,SUNSTONE
3166.55,55.3655,BERLINITE,TAAFFEITE,PUCHERITE
9061.1,109.211,STELLERITE,PLATINUM,PYROAURITE
6979.67,79.3967,RUBY,OBSIDIAN,SCORODITE
4007.99,58.6799,MELANOPHLOGITE,CUBANITE,NEPHELINE
13378.68,156.6868,RUBY,CLINOHEDRITE,PARAVAUXITE
1794.69,26.7469,PLATINUM,ARSENIC,ACANTHITE
5827.72,81.5772,RUBY,BORAX,ILVAITE
11343.57,127.7357,SMITHSONITE,TREMOLITE,NEPTUNITE
8743.97,97.4397,CHLORITE,PYROMORPHITE,ALMANDINE
3126.72,44.0672,SELENITE,NICKELINE,ANDESINE
4637.04,63.5704,PARASYMPLESITE,THOMSONITE,RUBY
18015.95,185.2595,DIAMOND,BOURNONITE,MELANOPHLOGITE
570.78,20.8078,BARATOVITE,ALTAITE,ENSTATITE
12897.42,140.1742,GORMANITE,BIF,ROSE_QUARTZ
33162.28,339.9228,SILVER,RUBY,SCHORL
18516.14,191.0614,SAINFELDITE,TELLURIUM,SYLVITE
16838.19,176.6819,ANDALUSITE,PYROAURITE,PARAVAUXITE
6959.7,78.197,PARASYMPLESITE,ALBITE,PYROAURITE
15258.5,167.385,ARFVEDSONITE,GEODES,BOLEITE
1980.97,27.8097,DIOPSIDE,NEPTUNITE,BORAX
12868.22,131.1822,TREMOLITE,CUMMINGTONITE,ILVAITE
32154.21,327.9421,FLUORAPATITE,GAYLUSSITE,OSUMILITE
35166.36,361.6636,NICKELINE,ROSE_QUARTZ,CUMMINGTONITE
22578.63,245.8863,COAL,ARSENIC,BORAX
10680.84,131.5084,CUMMINGTONITE,PARAVAUXITE,DIOPSIDE
9010.85,92.1085,SILICATES,BLODITE,GEODES
5182.14,71.7214,CHRYSOBERYL,SMITHSONITE,KOVDORSKITE
8714.12,92.9412,SMITHSONITE,CHRYSOBERYL,PLATINUM
5693.48,59.1348,ERIONITE,SCORODITE,ARTINITE
1617.71,25.1771,CHLORITE,NEPTUNITE,TAAFFEITE
1853.85,29.7385,ROSASITE,KOTTIGITE,ARSENIC
16922.12,181.2212,HEMATITE,ARFVEDSONITE,PYROAURITE
33681.4,341.614,HUREAULITE,NEPTUNITE,CLINOHEDRITE
19301.63,198.9163,CUBANITE,TREMOLITE,RHODIZITE
5021.64,45.4164,SENARMONTITE,ANDALUSITE,CUMMINGTONITE
4217.88,42.7788,CUMMINGTONITE,STELLERITE,ARTINITE
6893,71.53,BOURNONITE,TREMOLITE,SCORODITE
13097.38,144.0738,SUNSTONE,HEMATITE,CLINOPTILOLITE
9643.46,109.1346,ACANTHITE,TAAFFEITE,MELANOPHLOGITE
4209.99,50.4999,CARNOTITE,HUREAULITE,STURMANITE
460.35,16.1035,BOLEITE,CORDYLITE,BROOKITE
4177.29,45.9729,STURMANITE,CORDYLITE,ARFVEDSONITE
29028.57,279.6857,SELENITE,PHOSPHATES,MALACHITE
5036.37,67.1637,CUBANITE,GIBBSITE,SYLVITE
13917.04,151.3704,CLINOHEDRITE,HUREAULITE,ROSASITE
5425.41,65.8541,CHRYSOBERYL,GORMANITE,PARAVAUXITE
16423.38,178.4338,NEPTUNITE,CACOXENITE,BORNITE
2975.02,43.2502,BOURNONITE,ALMANDINE,PUCHERITE
14643.83,150.7383,KUNZITE,BERLINITE,ACANTHITE
9609.74,100.5974,NICKELINE,MALACHITE,HUMITE
10277.73,108.9773,ANDERSONITE,SILVER,PHOSPHATES
3029.71,45.0971,CLINOHEDRITE,SMITHSONITE,BOURNONITE
19261.14,209.1114,BOURNONITE,OSUMILITE,ARAGONITE
30390.59,328.7059,CORDYLITE,ALTAITE,PHOSPHATES
12072.37,133.2237,TALC,SCHORL,PARISITE
4863.93,56.8393,ALMANDINE,DIOPSIDE,DESCLOIZITE
4994.03,63.3403,COAL,NEPHELINE,FLUORAPATITE
6371.37,88.3137,RUBY,HINSDALITE,PARAVAUXITE
22227.83,223.8783,CLINOPTILOLITE,SCHORL,GAYLUSSITE
10552.97,119.8297,KUNZITE,PYROMORPHITE,PHLOGOPITE
12353.45,139.3345,TALC,ERIONITE,ACANTHITE
3852.87,50.6287,CLINOPTILOLITE,GMELINITE,DATOLITE
12515.73,135.8573,SCORODITE,ROSE_QUARTZ,ALMANDINE
5524.78,69.5478,CHLORITE,CORDYLITE,ALBITE
42086.25,447.0625,ROSE_QUARTZ,TAAFFEITE,ACANTHITE
7580.73,69.6073,ICE,DIAMOND,SUNSTONE
8099.56,89.3956,MALACHITE,BROOKITE,CACOXENITE
323.33,24.7333,BROOKITE,BIF,ANTIMONY
2294.07,24.3407,HUMITE,KUNZITE,HUREAULITE
820.8,30.708,ROSE_QUARTZ,MELANOPHLOGITE,BORNITE
1275.83,17.6583,ALTAITE,THOMSONITE,SENARMONTITE
677.5,23.875,KOVDORSKITE,HINSDALITE,ANTIMONY
106.07,6.0607,KOTTIGITE,ROSASITE,BLODITE
